Meeting_ID,Topic,Scheduled_Start_Time,Zoom_Meeting_Start_Time,Zoom_Meeting_End_Time,Duration,Participants,Recording,Agenda_Link,Minutes_Link,Start_Date,Start_Time,Meeting_Duration,Committee
954 410 442,CCEC,4:30:00 PM,2020-03-31 15:40:00,2020-03-31 18:27:00,2:47:55,52,Yes,https://madison.legistar.com/View.ashx?M=A&ID=749806&GUID=DCDE4C54-93C7-4202-9D08-3A8E262387B7,https://madison.legistar.com/View.ashx?M=M&ID=749806&GUID=DCDE4C54-93C7-4202-9D08-3A8E262387B7,3/31/2020,15:40,0 days 02:47:00.000000000,Common Council Executive Committee
531 697 510,Common Council,6:30:00 PM,2020-03-31 17:04:00,2020-04-01 02:53:00,9:48:36,337,Yes,https://madison.legistar.com/View.ashx?M=A&ID=715266&GUID=667A9CCE-CE4A-40AB-BBC6-8917E001494C,https://madison.legistar.com/View.ashx?M=M&ID=715266&GUID=667A9CCE-CE4A-40AB-BBC6-8917E001494C,3/31/2020,17:04,0 days 09:49:00.000000000,Common Council Executive Committee
411 578 576,"Finance Committee: Meeting of April 6, 2020",4:30:00 PM,2020-04-06 15:40:00,2020-04-06 17:49:00,2:09:00,31,Yes,https://madison.legistar.com/View.ashx?M=A&ID=726493&GUID=D16BF8EB-44C0-4251-A185-3923BD0A2D19,https://madison.legistar.com/View.ashx?M=M&ID=726493&GUID=D16BF8EB-44C0-4251-A185-3923BD0A2D19,4/6/2020,15:40,0 days 02:09:00.000000000,Finance Committee
563 608 269,"CCEC: Meeting of April 9, 2020",6:00:00 PM,2020-04-09 16:57:00,2020-04-09 19:53:00,2:56:08,36,Yes,https://madison.legistar.com/View.ashx?M=A&ID=773823&GUID=66DAE6D2-3338-4C95-AAB6-B800980E73B9,https://madison.legistar.com/View.ashx?M=M&ID=773823&GUID=66DAE6D2-3338-4C95-AAB6-B800980E73B9,4/9/2020,16:57,0 days 02:56:00.000000000,Common Council Executive Committee
468 948 855,"Plan Commission: Meeting of April 13, 2020",5:30:00 PM,2020-04-13 16:35:00,2020-04-13 21:14:00,4:38:54,80,Yes,https://madison.legistar.com/View.ashx?M=A&ID=724483&GUID=B480C83E-F275-4018-987B-648BBD551C52,https://madison.legistar.com/View.ashx?M=M&ID=738042&GUID=95608D36-CD05-4B23-B2AA-4FB71B42CBBD,4/13/2020,16:35,0 days 04:39:00.000000000,Plan Commission
215 073 411,"Transportation Commission: Meeting of April 15, 2020",5:00:00 PM,2020-04-15 16:26:00,2020-04-15 21:49:00,5:22:28,67,Yes,https://madison.legistar.com/View.ashx?M=A&ID=739134&GUID=79242CB5-96C0-4A62-9033-58693D6A2F8F,https://madison.legistar.com/View.ashx?M=M&ID=739134&GUID=79242CB5-96C0-4A62-9033-58693D6A2F8F,4/15/2020,16:26,0 days 05:23:00.000000000,Transportation Commission
726 353 926,"Common Council Executive Committee: Meeting of April 16, 2020",6:00:00 PM,2020-04-16 17:27:00,2020-04-16 20:10:00,2:42:53,38,Yes,https://madison.legistar.com/View.ashx?M=A&ID=774308&GUID=982D207F-C520-4916-8188-F4539F8F7C32,https://madison.legistar.com/View.ashx?M=M&ID=774308&GUID=982D207F-C520-4916-8188-F4539F8F7C32,4/16/2020,17:27,0 days 02:43:00.000000000,Common Council Executive Committee
956 1908 1738,"Common Council Executive Committee: Meeting of April 21, 2020",4:30:00 PM,2020-04-21 15:46:00,2020-04-21 17:10:00,1:24:05,30,Yes,https://madison.legistar.com/View.ashx?M=A&ID=776191&GUID=900B6B83-D7FB-471E-9ACE-B1B929190B18,https://madison.legistar.com/View.ashx?M=M&ID=776191&GUID=900B6B83-D7FB-471E-9ACE-B1B929190B18,4/21/2020,15:46,0 days 01:24:00.000000000,Common Council Executive Committee
223 864 435,"Common Council: Meeting of April 21, 2020",6:30:00 PM,2020-04-21 17:09:00,2020-04-21 22:55:00,5:45:23,60,Yes,https://madison.legistar.com/View.ashx?M=A&ID=715267&GUID=8F6C4C17-206B-418D-893A-75AEEE3B27E5,https://madison.legistar.com/View.ashx?M=M&ID=776191&GUID=900B6B83-D7FB-471E-9ACE-B1B929190B18,4/21/2020,17:09,0 days 05:46:00.000000000,Common Council Executive Committee
833 002 902,"Board of Public Works: Meeting of April 22, 2020",4:30:00 PM,2020-04-22 15:31:00,2020-04-22 19:08:00,3:37:43,48,Yes,https://madison.legistar.com/View.ashx?M=A&ID=718256&GUID=4D3EA821-E4D7-4A25-849F-A1989EF63B9C,https://madison.legistar.com/View.ashx?M=M&ID=718256&GUID=4D3EA821-E4D7-4A25-849F-A1989EF63B9C,4/22/2020,15:31,0 days 03:37:00.000000000,Board of Public Works
860 935 226,"Alcohol License Review Committee: Meeting of April 23, 2020",5:30:00 PM,2020-04-23 16:39:00,2020-04-24 00:58:00,8:19:16,98,Yes,https://madison.legistar.com/View.ashx?M=A&ID=715291&GUID=CE822419-8C6D-42D2-B959-0B2EFE500CDD,https://madison.legistar.com/View.ashx?M=M&ID=715291&GUID=CE822419-8C6D-42D2-B959-0B2EFE500CDD,4/23/2020,16:39,0 days 08:19:00.000000000,Alcohol License Review Committee
351 427 294,"Plan Commission : Meeting of April 27, 2020",5:30:00 PM,2020-04-27 16:28:00,2020-04-27 20:47:00,4:19:10,82,Yes,https://madison.legistar.com/View.ashx?M=A&ID=724484&GUID=EAE2240E-8B57-4EF0-9F74-03C51950E723,https://madison.legistar.com/View.ashx?M=M&ID=724484&GUID=EAE2240E-8B57-4EF0-9F74-03C51950E723,4/27/2020,16:28,0 days 04:19:00.000000000,Plan Commission
649 837 674,Finance Committee,4:30:00 PM,2020-04-28 15:29:00,2020-04-28 18:25:00,2:55:59,40,Yes,https://madison.legistar.com/View.ashx?M=A&ID=726494&GUID=E5CCEE56-8216-45BD-A4AC-3FD0C31BEBF6,https://madison.legistar.com/View.ashx?M=M&ID=726494&GUID=E5CCEE56-8216-45BD-A4AC-3FD0C31BEBF6,4/28/2020,15:29,0 days 02:56:00.000000000,Finance Committee
533 380 868,Urban Design Commission,4:30:00 PM,2020-04-29 15:29:00,2020-04-29 22:03:00,6:33:32,149,Yes,https://madison.legistar.com/View.ashx?M=A&ID=724456&GUID=E59D2809-03E3-49F6-BD1D-591704AAEACD,https://madison.legistar.com/View.ashx?M=M&ID=724456&GUID=E59D2809-03E3-49F6-BD1D-591704AAEACD,4/29/2020,15:29,0 days 06:34:00.000000000,Urban Design Commission
139 008 584,"Landmarks Commission: Meeting of May 4, 2020",5:00:00 PM,2020-05-04 15:55:00,2020-05-04 21:16:00,5:20:23,73,Yes,https://madison.legistar.com/View.ashx?M=A&ID=774355&GUID=82522B88-9F4F-48FD-9F96-95975DDA94EA,https://madison.legistar.com/View.ashx?M=M&ID=774355&GUID=82522B88-9F4F-48FD-9F96-95975DDA94EA,5/4/2020,15:55,0 days 05:21:00.000000000,Landmarks Commission
976 9451 6662,"Madison Area Transportation Policy and Planning Board : Meeting of May 4, 2020",6:00:00 PM,2020-05-04 17:02:00,2020-05-04 22:27:00,5:24:59,58,Yes,https://madison.legistar.com/View.ashx?M=A&ID=782498&GUID=95864EAA-10C1-4866-AA34-C134B80BA5F5,https://madison.legistar.com/View.ashx?M=M&ID=782498&GUID=95864EAA-10C1-4866-AA34-C134B80BA5F5,5/4/2020,17:02,0 days 05:25:00.000000000,MATPB
548 172 690,"Common Council: Meeting of May 5, 2020",6:30:00 PM,2020-05-05 17:32:00,2020-05-05 20:43:00,3:10:54,48,Yes,https://madison.legistar.com/View.ashx?M=A&ID=715268&GUID=9AF3E608-D17A-45DA-821B-D471ADA873D6,https://madison.legistar.com/View.ashx?M=M&ID=715268&GUID=9AF3E608-D17A-45DA-821B-D471ADA873D6,5/5/2020,17:32,0 days 03:11:00.000000000,Common Council Executive Committee
989 9834 0093,"Food Policy Council: Meeting of May 6, 2020",5:30:00 PM,2020-05-06 16:33:00,2020-05-06 19:37:00,3:03:54,45,Yes,https://madison.legistar.com/View.ashx?M=A&ID=783363&GUID=BD1D4E67-732F-4A2A-8283-D63EB2F024CD,https://madison.legistar.com/View.ashx?M=M&ID=783363&GUID=BD1D4E67-732F-4A2A-8283-D63EB2F024CD,5/6/2020,16:33,0 days 03:04:00.000000000,Food Policy Council
906 738 884,"Madison Area Transportation Planning Board: Meeting of May 6, 2020",,2020-05-06 17:27:00,2020-05-06 20:38:00,3:10:51,34,Yes,,,5/6/2020,17:27,0 days 03:11:00.000000000,MATPB
121 909 553,"Plan Commission: Meeting of May 11, 2020",5:30:00 PM,2020-05-11 16:35:00,2020-05-12 00:57:00,8:22:07,261,Yes,https://madison.legistar.com/View.ashx?M=A&ID=724485&GUID=EA96A06D-92BB-4B98-A6F6-E5F683E6F5AE,https://madison.legistar.com/View.ashx?M=M&ID=724485&GUID=EA96A06D-92BB-4B98-A6F6-E5F683E6F5AE,5/11/2020,16:35,0 days 08:22:00.000000000,Plan Commission
939 522 512,"Finance Committee, Meeting of May 12, 2020",4:30:00 PM,2020-05-12 15:34:00,2020-05-12 19:19:00,3:44:51,59,Yes,https://madison.legistar.com/View.ashx?M=A&ID=726495&GUID=8BF0EBC8-EDDD-4BDB-9677-DAFB4AC0A9A4,https://madison.legistar.com/View.ashx?M=M&ID=726495&GUID=8BF0EBC8-EDDD-4BDB-9677-DAFB4AC0A9A4,5/12/2020,15:34,0 days 03:45:00.000000000,Finance Committee
972 1640 6101,"Transportation Commission: Meeting of May 13, 2020",5:00:00 PM,2020-05-13 16:09:00,2020-05-13 21:37:00,5:28:02,40,Yes,https://madison.legistar.com/View.ashx?M=A&ID=739136&GUID=6BC14F10-DCD5-426E-8B92-3DDFFEFDAD38,https://madison.legistar.com/View.ashx?M=M&ID=739136&GUID=6BC14F10-DCD5-426E-8B92-3DDFFEFDAD38,5/13/2020,16:09,0 days 05:28:00.000000000,Transportation Commission
835 979 507,"Board of Park Commissioners: Meeting of May 13, 2020",6:30:00 PM,2020-05-13 17:29:00,2020-05-13 23:20:00,5:50:10,45,Yes,https://madison.legistar.com/View.ashx?M=A&ID=724811&GUID=9BB2E40C-D74D-47B8-BF8D-51756EF32F83,https://madison.legistar.com/View.ashx?M=M&ID=724811&GUID=9BB2E40C-D74D-47B8-BF8D-51756EF32F83,5/13/2020,17:29,0 days 05:51:00.000000000,Board of Park Commissioners
916 4101 8749,"Monona Terrace Community & Convention Center Board: Meeting of May 14, 2020",5:00:00 PM,2020-05-14 14:59:00,2020-05-14 18:21:00,3:22:17,37,Yes,https://madison.legistar.com/View.ashx?M=A&ID=742250&GUID=07763D98-B1F0-46B1-AF0E-25072E61BC4F,https://madison.legistar.com/View.ashx?M=M&ID=742250&GUID=07763D98-B1F0-46B1-AF0E-25072E61BC4F,5/14/2020,14:59,0 days 03:22:00.000000000,Monona Terrace Community & Convention Center Board
993 5233 4556,"Common Council Executive Committee, Meeting of May 14, 2020",6:00:00 PM,2020-05-14 16:42:00,2020-05-14 19:39:00,2:57:03,30,Yes,https://madison.legistar.com/View.ashx?M=A&ID=786779&GUID=82E43E92-0139-49FC-A1E2-A1ED5CAC6989,https://madison.legistar.com/View.ashx?M=M&ID=786779&GUID=82E43E92-0139-49FC-A1E2-A1ED5CAC6989,5/14/2020,16:42,0 days 02:57:00.000000000,Common Council Executive Committee
443 958 481,"Plan Commission: Meeting of May 18, 2020",5:30:00 PM,2020-05-18 16:32:00,2020-05-19 00:58:00,8:26:40,217,Yes,https://madison.legistar.com/View.ashx?M=A&ID=724487&GUID=F226CEA6-6260-42C9-9185-FDF2C98142B8,https://madison.legistar.com/View.ashx?M=M&ID=724487&GUID=F226CEA6-6260-42C9-9185-FDF2C98142B8,5/18/2020,16:32,0 days 08:26:00.000000000,Plan Commission
928 0949 3190,"Task Force on Municipal Golf in Madison Parks: Meeting of May 18, 2020",6:00:00 PM,2020-05-18 17:01:00,2020-05-18 19:59:00,2:57:23,39,Yes,https://madison.legistar.com/View.ashx?M=A&ID=786538&GUID=336930B2-4248-4DB3-87B1-A3FAA7D0758D,https://madison.legistar.com/View.ashx?M=M&ID=786538&GUID=336930B2-4248-4DB3-87B1-A3FAA7D0758D,5/18/2020,17:01,0 days 02:58:00.000000000,Task Force on Golf in Madison Parks
854 797 383,"Common Council Executive Committee Meeting of May 19, 2020",4:30:00 PM,2020-05-19 15:38:00,2020-05-19 17:34:00,1:56:26,33,Yes,https://madison.legistar.com/View.ashx?M=A&ID=724049&GUID=28AFB02B-6DE6-4B44-B1D3-22CE8AA86F87,https://madison.legistar.com/View.ashx?M=M&ID=724049&GUID=28AFB02B-6DE6-4B44-B1D3-22CE8AA86F87,5/19/2020,15:38,0 days 01:56:00.000000000,Common Council Executive Committee
552 344 132,"Common Council: Meeting of May 19, 2020",6:30:00 PM,2020-05-19 17:27:00,2020-05-19 20:33:00,3:06:22,60,Yes,https://madison.legistar.com/View.ashx?M=A&ID=715269&GUID=F4FFAA0F-E7C1-4172-8AC1-33C0878CC57B,https://madison.legistar.com/View.ashx?M=M&ID=715269&GUID=F4FFAA0F-E7C1-4172-8AC1-33C0878CC57B,5/19/2020,17:27,0 days 03:06:00.000000000,Common Council Executive Committee
935 6577 3110,"Board of Public Works: Meeting of May 20, 2020",4:30:00 PM,2020-05-20 15:29:00,2020-05-20 18:58:00,3:28:32,40,Yes,https://madison.legistar.com/View.ashx?M=A&ID=718259&GUID=F301E6A4-B09B-4D3F-9D96-1965C378CCA1,https://madison.legistar.com/View.ashx?M=M&ID=718259&GUID=F301E6A4-B09B-4D3F-9D96-1965C378CCA1,5/20/2020,15:29,0 days 03:29:00.000000000,Board of Public Works
666 426 707,"Alcohol License Review Committee: Meeting of May 20, 2020",4:30:00 PM,2020-05-20 16:28:00,2020-05-20 22:18:00,5:50:16,83,Yes,https://madison.legistar.com/View.ashx?M=A&ID=718259&GUID=F301E6A4-B09B-4D3F-9D96-1965C378CCA1,https://madison.legistar.com/View.ashx?M=M&ID=718259&GUID=F301E6A4-B09B-4D3F-9D96-1965C378CCA1,5/20/2020,16:28,0 days 05:50:00.000000000,Alcohol License Review Committee
176 599 423,"Zoning Board of Appeals Meeting of May 21, 2020",5:00:00 PM,2020-05-21 15:38:00,2020-05-21 18:36:00,2:57:35,18,Yes,https://madison.legistar.com/View.ashx?M=A&ID=749349&GUID=665F112C-D5F0-4A27-9C94-E10935F8AA49,https://madison.legistar.com/View.ashx?M=M&ID=749349&GUID=665F112C-D5F0-4A27-9C94-E10935F8AA49,5/21/2020,15:38,0 days 02:58:00.000000000,Zoning Board of Appeals
949 1863 4933,"Community Development Authority Meeting of May 26, 2020",4:30:00 PM,2020-05-26 15:33:00,2020-05-26 17:35:00,2:02:43,22,Yes,https://madison.legistar.com/View.ashx?M=A&ID=743427&GUID=4D1F7D2D-A1E6-4AF0-8138-1A102746205C,https://madison.legistar.com/View.ashx?M=M&ID=743427&GUID=4D1F7D2D-A1E6-4AF0-8138-1A102746205C,5/26/2020,15:33,0 days 02:02:00.000000000,Common Council Executive Committee
105 805 151,"Urban Design Commission Meeting of May 27, 2020",4:30:00 PM,2020-05-27 15:33:00,2020-05-27 23:05:00,7:31:43,141,Yes,https://madison.legistar.com/View.ashx?M=A&ID=724458&GUID=E9B1E5CB-7478-4B49-B812-A2D6FB136F54,https://madison.legistar.com/View.ashx?M=M&ID=724458&GUID=E9B1E5CB-7478-4B49-B812-A2D6FB136F54,5/27/2020,15:33,0 days 07:32:00.000000000,Urban Design Commission
913 7849 8397,"Alcohol License Review Committee: Meeting of May 27, 2020",5:30:00 PM,2020-05-27 16:17:00,2020-05-27 21:31:00,5:14:10,47,Yes,https://madison.legistar.com/View.ashx?M=A&ID=790252&GUID=2480AEC0-5911-419A-90C5-66E8BA8A9881,https://madison.legistar.com/View.ashx?M=M&ID=790252&GUID=2480AEC0-5911-419A-90C5-66E8BA8A9881,5/27/2020,16:17,0 days 05:14:00.000000000,Alcohol License Review Committee
954 0023 4258,"Alcohol License Review Committee: Meeting of May 28, 2020",6:30:00 PM,2020-05-28 17:30:00,2020-05-28 20:05:00,2:35:01,32,Yes,https://madison.legistar.com/View.ashx?M=A&ID=790253&GUID=3DB20DE4-5C8B-4C79-8DDB-D38E8AE27821,https://madison.legistar.com/View.ashx?M=M&ID=790253&GUID=3DB20DE4-5C8B-4C79-8DDB-D38E8AE27821,5/28/2020,17:30,0 days 02:35:00.000000000,Alcohol License Review Committee
968 0402 1997,"Room Tax Commission Meeting of May 29, 2020",4:00:00 PM,2020-05-29 15:01:00,2020-05-29 19:17:00,4:16:05,33,Yes,https://madison.legistar.com/View.ashx?M=A&ID=789839&GUID=F4A353AB-BB12-477D-B790-DFBB968D7E21,https://madison.legistar.com/View.ashx?M=M&ID=789839&GUID=F4A353AB-BB12-477D-B790-DFBB968D7E21,5/29/2020,15:01,0 days 04:16:00.000000000,Room Tax Commission
916 2725 9506,"Landmarks Commission: Meeting of June 1, 2020",5:00:00 PM,2020-06-01 13:03:00,2020-06-01 19:29:00,6:26:31,48,Yes,https://madison.legistar.com/View.ashx?M=A&ID=721067&GUID=00F28AAB-E3BA-4A15-81FD-7F166B2B0E5A,https://madison.legistar.com/View.ashx?M=M&ID=721067&GUID=00F28AAB-E3BA-4A15-81FD-7F166B2B0E5A,6/1/2020,13:03,0 days 06:26:00.000000000,Landmarks Commission
990 0603 7580,"Common Council: Meeting of June 2, 2020",6:30:00 PM,2020-06-02 15:38:00,2020-06-02 23:01:00,7:22:20,131,Yes,https://madison.legistar.com/View.ashx?M=A&ID=790872&GUID=CB759CA4-BDAB-44B7-BB23-B1DAB72ACF90,https://madison.legistar.com/View.ashx?M=M&ID=790872&GUID=CB759CA4-BDAB-44B7-BB23-B1DAB72ACF90,6/2/2020,15:38,0 days 07:23:00.000000000,Common Council Executive Committee
956 8010 0375,"Common Council Executive Committee Meeting of June 2, 2020",4:30:00 PM,2020-06-02 16:07:00,2020-06-02 17:48:00,1:41:52,39,Yes,https://madison.legistar.com/View.ashx?M=A&ID=724050&GUID=27719B15-0BB2-4B04-896B-E3902462F763,https://madison.legistar.com/View.ashx?M=M&ID=724050&GUID=27719B15-0BB2-4B04-896B-E3902462F763,6/2/2020,16:07,0 days 01:41:00.000000000,Common Council Executive Committee
942 3897 2790,"Board of Public Works: Meeting of June 3, 2020",4:30:00 PM,2020-06-03 15:28:00,2020-06-03 17:20:00,1:52:26,25,Yes,https://madison.legistar.com/View.ashx?M=A&ID=718260&GUID=7FA91889-F9EF-4953-A1CD-074F8276AB64,https://madison.legistar.com/View.ashx?M=M&ID=718260&GUID=7FA91889-F9EF-4953-A1CD-074F8276AB64,6/3/2020,15:28,0 days 01:52:00.000000000,Board of Public Works
922 4816 7942,"Madison Food Policy Council: Meeting of June 3, 2020",5:30:00 PM,2020-06-03 16:50:00,2020-06-03 18:55:00,2:04:22,52,Yes,https://madison.legistar.com/View.ashx?M=A&ID=783364&GUID=DDC61295-E063-40C0-97E1-E6E2ED6645EA,https://madison.legistar.com/View.ashx?M=M&ID=783364&GUID=DDC61295-E063-40C0-97E1-E6E2ED6645EA,6/3/2020,16:50,0 days 02:05:00.000000000,Madison Food Policy Council
991 6972 5895,Community Development Block Grant Committee: Meeting of June 4,5:00:00 PM,2020-06-04 16:50:00,2020-06-04 19:20:00,2:30:17,39,No,https://madison.legistar.com/View.ashx?M=A&ID=737930&GUID=5B591F52-4049-4125-9FB3-1DF6C7201A37,https://madison.legistar.com/View.ashx?M=M&ID=737930&GUID=5B591F52-4049-4125-9FB3-1DF6C7201A37,6/4/2020,16:50,0 days 02:30:00.000000000,Community Development Block Grant Committee
916 8581 5937,Madison Public Library Board,5:00:00 PM,2020-06-04 16:55:00,2020-06-04 18:37:00,1:42:50,47,No,https://madison.legistar.com/View.ashx?M=A&ID=721765&GUID=3E8E11BF-60BF-4E01-B492-D7D1DAD85086,https://madison.legistar.com/View.ashx?M=M&ID=721765&GUID=3E8E11BF-60BF-4E01-B492-D7D1DAD85086,6/4/2020,16:55,0 days 01:42:00.000000000,Madison Public Library Board
985 1715 2979,"Plan Commission: Meeting of June 8, 2020",5:30:00 PM,2020-06-08 16:36:00,2020-06-08 20:26:00,3:50:09,63,Yes,https://madison.legistar.com/View.ashx?M=A&ID=724488&GUID=8B9DEB03-DC91-4DD4-A945-2D75B962C4AB,https://madison.legistar.com/View.ashx?M=M&ID=724488&GUID=8B9DEB03-DC91-4DD4-A945-2D75B962C4AB,6/8/2020,16:36,0 days 03:50:00.000000000,Plan Commission
923 1449 1901,Equal Opportunities Commission Executive Committee Meeting,,2020-06-08 16:46:00,2020-06-08 17:18:00,0:31:36,10,Yes,,,6/8/2020,16:46,0 days 00:32:00.000000000,Equal Opportunities Commission
917 0351 7132,Complete Count Committee,3:00:00 PM,2020-06-09 14:47:00,2020-06-09 16:28:00,1:40:24,18,No,https://madison.legistar.com/View.ashx?M=A&ID=786767&GUID=5D61CB55-63A0-427B-A6B7-360BC655B302,https://madison.legistar.com/View.ashx?M=M&ID=786767&GUID=5D61CB55-63A0-427B-A6B7-360BC655B302,6/9/2020,14:47,0 days 01:41:00.000000000,Complete Count Committee
986 5340 8301,"Finance Committee: Meeting of June 9, 2020",4:30:00 PM,2020-06-09 15:26:00,2020-06-09 19:34:00,4:08:16,70,Yes,https://madison.legistar.com/View.ashx?M=A&ID=726496&GUID=7600C0AB-DA09-4AB0-9781-3938D463E351,https://madison.legistar.com/View.ashx?M=M&ID=726496&GUID=7600C0AB-DA09-4AB0-9781-3938D463E351,6/9/2020,15:26,0 days 04:08:00.000000000,Finance Committee
915 4833 7093,Public Safety Review Committee,5:00:00 PM,2020-06-10 15:55:00,2020-06-10 21:15:00,5:19:37,106,Yes,https://madison.legistar.com/View.ashx?M=A&ID=726590&GUID=BF5D439C-B1B2-4229-BA8E-6A836141F95F,https://madison.legistar.com/View.ashx?M=M&ID=726590&GUID=BF5D439C-B1B2-4229-BA8E-6A836141F95F,6/10/2020,15:55,0 days 05:20:00.000000000,Public Safety Review Committee
952 9959 5041,"Board of Park Commissioners:  Meeting of June 10, 2020",6:30:00 PM,2020-06-10 18:01:00,2020-06-10 22:34:00,4:33:16,128,Yes,https://madison.legistar.com/View.ashx?M=A&ID=724812&GUID=16485608-C321-4E8A-B366-BE40E67598C5,https://madison.legistar.com/View.ashx?M=M&ID=724812&GUID=16485608-C321-4E8A-B366-BE40E67598C5,6/10/2020,18:01,0 days 04:33:00.000000000,Board of Park Commissioners
972 6501 2450,President's Work Group on Council Communication Tools & Processes,12:00:00 PM,2020-06-11 11:38:00,2020-06-11 14:01:00,2:22:56,19,No,https://madison.legistar.com/View.ashx?M=A&ID=791377&GUID=B097D860-95A0-4576-BE4E-002CB5DCC44E,https://madison.legistar.com/View.ashx?M=M&ID=791377&GUID=B097D860-95A0-4576-BE4E-002CB5DCC44E,6/11/2020,11:38,0 days 02:23:00.000000000,President's Work Group on Council Communication Tools & Processes
937 1066 4876,"CDA Board: Meeting of June 11, 2020",4:30:00 PM,2020-06-11 16:22:00,2020-06-11 17:10:00,0:47:49,30,Yes,https://madison.legistar.com/View.ashx?M=A&ID=743428&GUID=65EB7DC4-3193-493D-B714-7E7F5465ADD7,https://madison.legistar.com/View.ashx?M=M&ID=743428&GUID=65EB7DC4-3193-493D-B714-7E7F5465ADD7,6/11/2020,16:22,0 days 00:48:00.000000000,CDA Board
997 5865 3044,Equal Opportunities Commission ,5:00:00 PM,2020-06-11 16:40:00,2020-06-11 20:17:00,3:36:54,38,Yes,https://madison.legistar.com/View.ashx?M=A&ID=769598&GUID=D56D5F76-9F61-4028-8A49-1D25048DCA96,,6/11/2020,16:40,0 days 03:37:00.000000000,Equal Opportunities Commission
973 8980 2291,"Common Council Executive Committee Meeting of June 11, 2020",6:30:00 PM,2020-06-11 17:23:00,2020-06-11 19:27:00,2:03:38,31,Yes,https://madison.legistar.com/View.ashx?M=A&ID=791869&GUID=6E09C313-240C-493D-8193-D545F46D1CF7,https://madison.legistar.com/View.ashx?M=M&ID=791869&GUID=6E09C313-240C-493D-8193-D545F46D1CF7,6/11/2020,17:23,0 days 02:04:00.000000000,Common Council Executive Committee
919 6166 1744,"Transportation Policy and Planning Board : Meeting of June 15, 2020",5:00:00 PM,2020-06-15 16:00:00,2020-06-15 20:08:00,4:08:02,37,Yes,https://madison.legistar.com/View.ashx?M=A&ID=749829&GUID=FE2DDF81-7AA6-411D-8AF8-D225E6130EA0,https://madison.legistar.com/View.ashx?M=M&ID=749829&GUID=FE2DDF81-7AA6-411D-8AF8-D225E6130EA0,6/15/2020,16:00,0 days 04:08:00.000000000,Transportation Policy and Planning Board
946 7187 1095,"BOARD OF BUILDING CODE, FIRE CODE, CONVEYANCE CODE AND LICENSING APPEALS: JUNE 16, 2020",12:15:00 PM,2020-06-16 12:09:00,2020-06-16 12:46:00,0:36:12,27,No,https://madison.legistar.com/View.ashx?M=A&ID=749321&GUID=96C82C24-DAF3-4D94-AFD5-5EB4CE4E5B01,https://madison.legistar.com/View.ashx?M=M&ID=749321&GUID=96C82C24-DAF3-4D94-AFD5-5EB4CE4E5B01,6/16/2020,12:09,0 days 00:37:00.000000000,"Board of Building Code, Fire Code, Conveyance Code and Licensing Appeals"
970 0941 5233,"Common Council Executive Committee: Meeting of June 16, 2020",4:30:00 PM,2020-06-16 15:36:00,2020-06-16 17:20:00,1:43:52,38,Yes,https://madison.legistar.com/View.ashx?M=A&ID=724052&GUID=A7A835BB-861D-4ED0-89CD-2A48AFD813D4,https://madison.legistar.com/View.ashx?M=M&ID=724052&GUID=A7A835BB-861D-4ED0-89CD-2A48AFD813D4,6/16/2020,15:36,0 days 01:44:00.000000000,Common Council Executive Committee
953 0231 4913,"Common Council: Meeting of June 16, 2020",6:30:00 PM,2020-06-16 17:03:00,2020-06-16 22:10:00,5:06:44,147,Yes,https://madison.legistar.com/View.ashx?M=A&ID=715271&GUID=590D1D26-B84A-4840-9B34-310F47CC9B9A,https://madison.legistar.com/View.ashx?M=M&ID=715271&GUID=590D1D26-B84A-4840-9B34-310F47CC9B9A,6/16/2020,17:03,0 days 05:07:00.000000000,Common Council Executive Committee
942 8840 9686,"Board of Public Works: Meeting of June 17, 2020",4:30:00 PM,2020-06-17 15:21:00,2020-06-17 18:11:00,2:50:20,30,Yes,https://madison.legistar.com/View.ashx?M=A&ID=718261&GUID=7B56AB82-2FE8-456D-85DF-270A1D090C2B,https://madison.legistar.com/View.ashx?M=M&ID=718261&GUID=7B56AB82-2FE8-456D-85DF-270A1D090C2B,6/17/2020,15:21,0 days 02:50:00.000000000,Board of Public Works
963 1482 8065,"Economic Development Committee: Meeting of June 17, 2020",5:00:00 PM,2020-06-17 16:29:00,2020-06-17 19:24:00,2:55:17,44,No,https://madison.legistar.com/View.ashx?M=A&ID=763957&GUID=4D61E4F5-AF3B-404F-9347-6119CB058764,https://madison.legistar.com/View.ashx?M=M&ID=763957&GUID=4D61E4F5-AF3B-404F-9347-6119CB058764,6/17/2020,16:29,0 days 02:55:00.000000000,Economic Development Committee
933 0048 5844,"Alcohol License Review Committee: Meeting of June 17, 2020",5:30:00 PM,2020-06-17 16:30:00,2020-06-18 00:20:00,7:49:45,103,Yes,https://madison.legistar.com/View.ashx?M=A&ID=715293&GUID=D6945FA9-707C-4E0C-B61A-F9120FF41C4D,https://madison.legistar.com/View.ashx?M=M&ID=715293&GUID=D6945FA9-707C-4E0C-B61A-F9120FF41C4D,6/17/2020,16:30,0 days 07:50:00.000000000,Alcohol License Review Committee
957 5195 2082,"Madison AreaMadison Area Transportation Planning Board (MPO) Citizen Advisory Committee:  Meeting of June 17, 2020",,2020-06-17 17:15:00,2020-06-17 19:06:00,1:50:29,21,No,,,6/17/2020,17:15,0 days 01:51:00.000000000,MATPB
